AUXILIAR NOS SERVIÇOS DE ALIMENTAÇÃO;12;
AUXILIAR TÉCNICO EM LABORATÓRIO DE FARMÁCIA;2;
BABÁ;13;
BARBEIRO;11;
BARISTA;4;
BARMAN;2;
BIÓLOGO;1;
BIOMÉDICO;1;
BOMBEIRO CIVIL;2;
BORDADOR, A MÃO;1;
BORRACHEIRO;2;
CABELEIREIRO;34;
CABO DA POLÍCIA MILITAR;4;
CAIXA DE BANCO;1;
CAMAREIRO DE HOTEL;4;
CAMAREIRO DE TEATRO;1;
CAMINHONEIRO AUTÔNOMO (ROTAS REGIONAIS E INTERNACIONAIS);8;
CARPINTEIRO;2;
CARPINTEIRO DE OBRAS;1;
CARREGADOR (ARMAZÉM);3;
CASEIRO (AGRICULTURA);2;
CATADOR DE MARISCOS;1;
CATADOR DE MATERIAL RECICLÁVEL;4;
CERIMONIALISTA;1;
CHEFE DE CONFEITARIA;1;
CHEFE DE COZINHA;7;
CHURRASQUEIRO;3;
CIRURGIÃO DENTISTA - CLÍNICO GERAL;2;
CIRURGIÃO DENTISTA - ENDODONTISTA;1;
CIRURGIÃO DENTISTA - ODONTOLOGISTA LEGAL;1;
COBRADOR DE TRANSPORTES COLETIVOS (EXCETO TREM);2;
COLETOR DE LIXO DOMICILIAR;6;
COMERCIANTE ATACADISTA;2;
COMERCIANTE VAREJISTA;34;
COMISSÁRIO DE VÔO;1;
CONDUTOR DE MÁQUINAS (MECÂNICO);1;
CONDUTOR DE VEÍCULOS A PEDAIS;1;
CONFECCIONADOR DE ARTEFATOS DE COURO (EXCETO SAPATOS);1;
CONFEITEIRO;9;
CONFERENTE DE CARGA E DESCARGA;3;
CONTADOR;6;
CONTÍNUO;1;
CONTRAMESTRE DE ACABAMENTO (INDÚSTRIA TÊXTIL);1;
COORDENADOR PEDAGÓGICO;1;
COPEIRO;8;
COPEIRO DE HOSPITAL;7;
CORRETOR DE IMÓVEIS;4;
CORRETOR DE SEGUROS;2;
CORTADOR DE PEDRAS;1;
COSTURADOR DE ARTEFATOS DE COURO, A MÃO (EXCETO ROUPAS E CALÇADOS);1;
COSTUREIRA DE PEÇAS SOB ENCOMENDA;19;
COSTUREIRA DE REPARAÇÃO DE ROUPAS;21;
COSTUREIRO, A MÁQUINA NA CONFECÇÃO EM SÉRIE;1;
COSTUREIRO DE ROUPAS DE COURO E PELE, A MÁQUINA NA CONFECÇÃO EM SÉRIE;1;
COSTUREIRO NA CONFECÇÃO EM SÉRIE;4;
COZINHADOR (CONSERVAÇÃO DE ALIMENTOS);4;
COZINHADOR DE CARNES;2;
COZINHEIRO DE HOSPITAL;1;
COZINHEIRO DO SERVIÇO DOMÉSTICO;11;
COZINHEIRO GERAL;23;
COZINHEIRO INDUSTRIAL;1;
CUIDADOR DE IDOSOS;42;
CUIDADOR EM SAÚDE;3;
DECORADOR DE EVENTOS;1;
DEMONSTRADOR DE MERCADORIAS;1;
DESENHISTA INDUSTRIAL DE PRODUTO DE MODA (DESIGNER DE MODA);1;
DESENHISTA INDUSTRIAL GRÁFICO (DESIGNER GRÁFICO);1;
DESENHISTA TÉCNICO;1;
DESENHISTA TÉCNICO (ARTES GRÁFICAS);1;
DESENHISTA TÉCNICO (CALEFAÇÃO, VENTILAÇÃO E REFRIGERAÇÃO);1;
DESIGNER EDUCACIONAL;1;
DESOSSADOR;2;
DESPACHANTE DE TRANSPORTES COLETIVOS (EXCETO TREM);1;
DESPACHANTE DOCUMENTALISTA;1;
DIETISTA;1;
DIRETOR ADMINISTRATIVO;1;
ECONOMISTA DOMÉSTICO;1;
EDUCADOR SOCIAL;3;
ELETRICISTA DE INSTALAÇÕES;12;
ELETRICISTA DE INSTALAÇÕES (EDIFÍCIOS);2;
ELETRICISTA DE INSTALAÇÕES (VEÍCULOS AUTOMOTORES E MÁQUINAS OPERATRIZES, EXCETO AERONAVES E EMBARCAÇÕES);2;
ELETRICISTA DE MANUTENÇÃO DE LINHAS ELÉTRICAS, TELEFÔNICAS E DE COMUNICAÇÃO DE DADOS;1;
ELETRICISTA DE MANUTENÇÃO ELETROELETRÔNICA;3;
ELETROMECÂNICO DE MANUTENÇÃO DE ELEVADORES;1;
ELETROTÉCNICO (PRODUÇÃO DE ENERGIA);1;
EMBALADOR, A MÃO;7;
EMPREGADO DOMÉSTICO ARRUMADOR;12;
EMPREGADO DOMÉSTICO DIARISTA;77;
EMPREGADO DOMÉSTICO FAXINEIRO;22;
EMPREGADO DOMÉSTICO NOS SERVIÇOS GERAIS;143;
ENCANADOR;1;
ENCARREGADO DE EQUIPE DE CONSERVAÇÃO DE VIAS PERMANENTES (EXCETO TRILHOS);1;
ENCARREGADO DE MANUTENÇÃO DE INSTRUMENTOS DE CONTROLE, MEDIÇÃO E SIMILARES;1;
ENCARREGADO DE MANUTENÇÃO MECÂNICA DE SISTEMAS OPERACIONAIS;1;
ENCARREGADO GERAL DE OPERAÇÕES DE CONSERVAÇÃO DE VIAS PERMANENTES (EXCETO TRILHOS);3;
ENFERMEIRO;28;
ENFERMEIRO DE TERAPIA INTENSIVA;1;
ENFERMEIRO OBSTÉTRICO;1;
ENGENHEIRO AMBIENTAL;1;
ENGENHEIRO CIVIL;3;
ENGENHEIRO MECÂNICO;1;
ENTREGADOR DE PUBLICAÇÕES;5;
ESCRITURÁRIO EM ESTATÍSTICA;1;
ESTAMPADOR DE TECIDO;3;
ESTETICISTA;2;
ESTIVADOR;4;
ESTOFADOR DE MÓVEIS;1;
FARMACÊUTICO;5;
FAXINEIRO;63;
FEIRANTE;6;
FERRAMENTEIRO;2;
FISCAL DE LOJA;5;
FISIOTERAPEUTA GERAL;5;
FISIOTERAPEUTA RESPIRATÓRIA;1;
FISIOTERAPEUTA TRAUMATO-ORTOPÉDICA FUNCIONAL;2;
FONOAUDIÓLOGO EM LINGUAGEM;1;
FONOAUDIÓLOGO GERAL;1;
FORNEIRO E OPERADOR (FORNO ELÉTRICO);1;
FOTÓGRAFO;1;
FOTÓGRAFO PUBLICITÁRIO;1;
FRENTISTA;4;
GARÇOM;20;
GEOQUÍMICO;1;
GERENTE COMERCIAL;5;
GERENTE DE COMPRAS;1;
GERENTE DE CONTAS - PESSOA FÍSICA E JURÍDICA;1;
GERENTE DE LOJA E SUPERMERCADO;1;
GERENTE DE PRODUÇÃO E OPERAÇÕES;1;
GERENTE DE SUPORTE TÉCNICO DE TECNOLOGIA DA INFORMAÇÃO;1;
GESSEIRO;1;
GUARDA-CIVIL MUNICIPAL;7;
GUIA DE TURISMO;1;
INSTALADOR DE SOM E ACESSÓRIOS DE VEÍCULOS;2;
INTÉRPRETE DE LÍNGUA DE SINAIS;1;
JARDINEIRO;5;
JÓQUEI;8;
JORNALISTA;3;
LAVADEIRO, EM GERAL;6;
LAVADOR DE LÃ;1;
LAVADOR DE ROUPAS;6;
LAVADOR DE ROUPAS A MAQUINA;1;
LEITURISTA;1;
LIMPADOR DE FACHADAS;1;
MANICURE/PEDICURE;57;
MAQUIADOR;1;
MARCENEIRO;22;
MASSOTERAPEUTA;5;
MECÂNICO DE MANUTENÇÃO DE AUTOMÓVEIS, MOTOCICLETAS E VEÍCULOS SIMILARES;24;
MECÂNICO DE MANUTENÇÃO DE BICICLETAS E VEÍCULOS SIMILARES;5;
MECÂNICO DE MANUTENÇÃO DE BOMBAS;1;
MECÂNICO DE MANUTENÇÃO DE EMPILHADEIRAS E OUTROS VEÍCULOS DE CARGAS LEVES;1;
MECÂNICO DE MANUTENÇÃO DE MOTOCICLETAS;2;
MECÂNICO DE MANUTENÇÃO DE MOTORES DIESEL (EXCETO DE VEÍCULOS AUTOMOTORES);2;
MECÂNICO DE MANUTENÇÃO DE VEÍCULOS FERROVIÁRIOS;1;
MECÂNICO DE REFRIGERAÇÃO;3;
MECÂNICO DE VEÍCULOS AUTOMOTORES A DIESEL (EXCETO TRATORES);3;
MÉDICO RESIDENTE;1;
MESTRE (CONSTRUÇÃO CIVIL);1;
MESTRE SERRALHEIRO;2;
MISSIONÁRIO;1;
MODELO ARTÍSTICO;1;
MONTADOR DE CALÇADOS;1;
MONTADOR DE EQUIPAMENTOS ELETRÔNICOS (MÁQUINAS INDUSTRIAIS);1;
MONTADOR DE MÓVEIS E ARTEFATOS DE MADEIRA;2;
MONTADOR DE VEÍCULOS (LINHA DE MONTAGEM);1;
MORDOMO DE HOTELARIA;3;
MOTOFRETISTA;17;
MOTORISTA DE CAMINHÃO (ROTAS REGIONAIS E INTERNACIONAIS);20;
MOTORISTA DE CARRO DE PASSEIO;52;
MOTORISTA DE FURGÃO OU VEÍCULO SIMILAR;9;
MOTORISTA DE ÔNIBUS RODOVIÁRIO;3;
MOTORISTA DE ÔNIBUS URBANO;7;
MOTORISTA DE TÁXI;19;
MOTORISTA OPERACIONAL DE GUINCHO;2;
MÚSICO ARRANJADOR;2;
MÚSICO INTÉRPRETE CANTOR;2;
MÚSICO INTÉRPRETE INSTRUMENTISTA;4;
MÚSICO REGENTE;1;
NEUROPSICÓLOGO;3;
NORMALIZADOR DE METAIS E DE COMPÓSITOS;1;
NUTRICIONISTA;3;
OFICIAL DA MARINHA;1;
OFICIAL DO EXÉRCITO;1;
OPERADOR DE ACABAMENTO (INDÚSTRIA GRÁFICA);2;
OPERADOR DE CAIXA;28;
OPERADOR DE COBRANÇA BANCÁRIA;1;
OPERADOR DE MÁQUINA COPIADORA (EXCETO OPERADOR DE GRÁFICA RÁPIDA);1;
OPERADOR DE MÁQUINA DE DOBRAR CHAPAS;1;
OPERADOR DE MÁQUINA DE FABRICAR PAPEL E PAPELÃO;1;
OPERADOR DE MÁQUINA DE SINTERIZAR;2;
OPERADOR DE MÁQUINA (FABRICAÇÃO DE CIGARROS);1;
OPERADOR DE MÁQUINAS DE FABRICAÇÃO DE DOCES, SALGADOS E MASSAS ALIMENTÍCIAS;1;
OPERADOR DE RETIFICADORA COM COMANDO NUMÉRICO;2;
OPERADOR DE TELEMARKETING ATIVO;3;
OPERADOR DE TELEMARKETING ATIVO E RECEPTIVO;1;
OPERADOR DE TELEMARKETING RECEPTIVO;1;
OPERADOR DE TELEMARKETING RECEPTIVO;2;
PADEIRO;14;
PASSADOR DE ROUPAS, À MÃO;1;
PASSADOR DE ROUPAS EM GERAL;1;
PASTEURIZADOR;1;
PASTILHEIRO;3;
PEDAGOGO;10;
PEDREIRO;109;
PESQUISADOR DE ENGENHARIA E TECNOLOGIA (OUTRAS ÁREAS DA ENGENHARIA);2;
PILOTO COMERCIAL DE HELICÓPTERO (EXCETO LINHAS AÉREAS);1;
PINTOR A PINCEL E ROLO (EXCETO OBRAS E ESTRUTURAS METÁLICAS);6;
PINTOR DE ESTRUTURAS METÁLICAS;4;
PINTOR DE OBRAS;8;
PINTOR DE VEÍCULOS (FABRICAÇÃO);2;
PINTOR DE VEÍCULOS (REPARAÇÃO);5;
PIZZAIOLO;1;
POCEIRO (EDIFICAÇÕES);1;
POLICIAL RODOVIÁRIO FEDERAL;3;
POLIDOR DE METAIS;1;
PORTEIRO DE EDIFÍCIOS;53;
PORTEIRO (HOTEL);2;
PREPARADOR DE ADITIVOS;1;
PRIMEIRO TENENTE DE POLÍCIA MILITAR;1;
PRODUTOR DE ESPECIARIAS;1;
PROFESSOR DA ÁREA DE MEIO AMBIENTE;3;
PROFESSOR DA EDUCAÇÃO DE JOVENS E ADULTOS DO ENSINO FUNDAMENTAL (PRIMEIRA A QUARTA SÉRIE);35;
PROFESSOR DE ALUNOS COM DEFICIÊNCIA FÍSICA;1;
PROFESSOR DE ALUNOS COM DEFICIÊNCIA MÚLTIPLA;1;
PROFESSOR DE ANTROPOLOGIA DO ENSINO SUPERIOR;1;
PROFESSOR DE ARTES DO ESPETÁCULO NO ENSINO SUPERIOR;1;
PROFESSOR DE ARTES NO ENSINO MÉDIO;5;
PROFESSOR DE CIÊNCIAS BIOLÓGICAS DO ENSINO SUPERIOR;1;
PROFESSOR DE COMUNICAÇÃO SOCIAL DO ENSINO SUPERIOR;1;
PROFESSOR DE DANÇA;1;
PROFESSOR DE DISCIPLINAS PEDAGÓGICAS NO ENSINO MÉDIO;3;
PROFESSOR DE EDUCAÇÃO ARTÍSTICA DO ENSINO FUNDAMENTAL;1;
PROFESSOR DE EDUCAÇÃO FÍSICA DO ENSINO FUNDAMENTAL;4;
PROFESSOR DE EDUCAÇÃO FÍSICA NO ENSINO MÉDIO;2;
PROFESSOR DE EDUCAÇÃO FÍSICA NO ENSINO SUPERIOR;3;
PROFESSOR DE FÍSICA (ENSINO SUPERIOR);1;
PROFESSOR DE FÍSICA NO ENSINO MÉDIO;1;
PROFESSOR DE GEOLOGIA;1;
PROFESSOR DE HISTÓRIA DO ENSINO FUNDAMENTAL;3;
PROFESSOR DE HISTÓRIA DO ENSINO SUPERIOR;1;
PROFESSOR DE LÍNGUA PORTUGUESA;1;
PROFESSOR DE LÍNGUA PORTUGUESA DO ENSINO FUNDAMENTAL;1;
PROFESSOR DE MATEMÁTICA APLICADA (NO ENSINO SUPERIOR);1;
PROFESSOR DE MATEMÁTICA DO ENSINO FUNDAMENTAL;2;
PROFESSOR DE MATEMÁTICA NO ENSINO MÉDIO;1;
PROFESSOR DE MÚSICA NO ENSINO SUPERIOR;1;
PROFESSOR DE NÍVEL MÉDIO NA EDUCAÇÃO INFANTIL;7;
PROFESSOR DE NÍVEL MÉDIO NO ENSINO FUNDAMENTAL;5;
PROFESSOR DE NÍVEL MÉDIO NO ENSINO PROFISSIONALIZANTE;1;
PROFESSOR DE NÍVEL SUPERIOR DO ENSINO FUNDAMENTAL (PRIMEIRA A QUARTA SÉRIE);1;
PROFESSOR DE NÍVEL SUPERIOR NA EDUCAÇÃO INFANTIL (ZERO A TRÊS ANOS);1;
PROFESSOR DE SOCIOLOGIA DO ENSINO SUPERIOR;1;
PROFESSOR DE TÉCNICAS DE ENFERMAGEM;2;
PROGRAMADOR VISUAL GRÁFICO;1;
PROMOTOR DE VENDAS;13;
PROMOTOR DE VENDAS ESPECIALIZADO;2;
PSICÓLOGO CLÍNICO;5;
PSICÓLOGO DO TRABALHO;1;
PSICÓLOGO SOCIAL;1;
PUBLICITÁRIO;2;
RECEBEDOR DE APOSTAS (LOTERIA);1;
RECEPCIONISTA DE BANCO;1;
RECEPCIONISTA DE CASAS DE ESPETÁCULOS;2;
RECEPCIONISTA DE CONSULTÓRIO MÉDICO OU DENTÁRIO;8;
RECEPCIONISTA DE HOTEL;2;
RECEPCIONISTA DE SEGURO SAÚDE;1;
RECEPCIONISTA, EM GERAL;22;
REPOSITOR DE MERCADORIAS;15;
REPRESENTANTE COMERCIAL AUTÔNOMO;5;
SALGADOR DE ALIMENTOS;1;
SARGENTO BOMBEIRO MILITAR;1;
SARGENTO DA POLÍCIA MILITAR;3;
SECRETÁRIA(O) EXECUTIVA(O);3;
SELECIONADOR DE MATERIAL RECICLÁVEL;2;
SERRALHEIRO;12;
SERVENTE DE OBRAS;23;
SOCORRISTA (EXCETO MÉDICOS E ENFERMEIROS);1;
SOLDADO DA POLÍCIA MILITAR;3;
SOLDADOR;1;
SUBTENENTE DA POLÍCIA MILITAR;1;
SUPERVISOR ADMINISTRATIVO;2;
SUPERVISOR DA MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS LEVES;1;
SUPERVISOR DE ALMOXARIFADO;1;
SUPERVISOR DE COMPRAS;3;
SUPERVISOR DE MANUTENÇÃO ELÉTRICA DE ALTA TENSÃO INDUSTRIAL;1;
SUPERVISOR DE VENDAS COMERCIAL;4;
TECELÃO (TEAR MANUAL);1;
TÉCNICO DE ALIMENTOS;1;
TÉCNICO DE APOIO À BIOENGENHARIA;1;
TÉCNICO DE COMUNICAÇÃO DE DADOS;1;
TÉCNICO DE ENFERMAGEM;44;
TÉCNICO DE GARANTIA DA QUALIDADE;1;
TÉCNICO DE IMOBILIZAÇÃO ORTOPÉDICA;1;
TÉCNICO DE LABORATÓRIO DE ANÁLISES FÍSICO-QUÍMICAS (MATERIAIS DE CONSTRUÇÃO);4;
TÉCNICO DE MANUTENÇÃO ELÉTRICA;1;
TÉCNICO DE MANUTENÇÃO ELETRÔNICA;1;
TÉCNICO DE REDE (TELECOMUNICAÇÕES);2;
TÉCNICO DE SANEAMENTO;1;
TÉCNICO DE TELECOMUNICAÇÕES (TELEFONIA);1;
TÉCNICO ELETRÔNICO;1;
TÉCNICO EM ADMINISTRAÇÃO;1;
TÉCNICO EM ELETROMECÂNICA;1;
TÉCNICO EM FARMÁCIA;1;
TÉCNICO EM MANUTENÇÃO DE EQUIPAMENTOS E INSTRUMENTOS MÉDICO-HOSPITALARES;1;
TÉCNICO EM MANUTENÇÃO DE MÁQUINAS;1;
TÉCNICO EM ÓPTICA E OPTOMETRIA;1;
TÉCNICO EM RADIOLOGIA E IMAGENOLOGIA;1;
TÉCNICO EM SECRETARIADO;2;
TÉCNICO EM SEGURANÇA DO TRABALHO;1;
TÉCNICO MECÂNICO (CALEFAÇÃO, VENTILAÇÃO E REFRIGERAÇÃO);1;
TECNÓLOGO EM SECRETARIADO ESCOLAR;1;
TECNÓLOGO OFTÁLMICO;1;
TELEFONISTA;7;
TELEOPERADOR;7;
TOPÓGRAFO;1;
TRABALHADOR VOLANTE DA AGRICULTURA;2;
TRADUTOR;1;
TRATADOR DE ANIMAIS;1;
VARREDOR DE RUA;2;
VENDEDOR AMBULANTE;32;
VENDEDOR DE COMÉRCIO VAREJISTA;55;
VENDEDOR EM COMÉRCIO ATACADISTA;4;
VENDEDOR EM DOMICÍLIO;22;
VENDEDOR PERMISSIONÁRIO;2;
VENDEDOR PRACISTA;8;
VIDRACEIRO;1;
VIGIA;5;
VIGIA PORTUÁRIO;1;
VIGILANTE;49;
ZELADOR DE EDIFÍCIO;15;
;11865;

Informações sociodemográficas - Qual é o curso mais elevado que frequenta ou frequentou
Descrição;Quantidade;
Creche;279;
Pré-escola (exceto CA);268;
Classe de alfabetização - CA;294;
Ensino fundamental 1ª a 4ª séries;2233;
Ensino fundamental 5ª a 8ª séries;3047;
Ensino fundamental completo;907;
Ensino fundamental especial;67;
Ensino fundamental EJA - séries iniciais (supletivo 1ª a 4ª);91;
Ensino fundamental EJA - séries finais (supletivo 5ª a 8ª);185;
Ensino médio, médio 2º ciclo (científico, técnico e etc);3564;
Ensino médio especial;145;
Ensino médio EJA (supletivo);44;
Superior, aperfeiçoamento, especialização, mestrado, doutorado;859;
Alfabetização para adultos (Mobral, etc);16;
Nenhum;1115;
Não informado;1146;

Informações sociodemográficas - Situação no mercado de trabalho
Descrição;Quantidade;
Empregador;81;
Assalariado com carteira de trabalho;1477;
Assalariado sem carteira de trabalho;331;
Autônomo com previdência social;233;
Autônomo sem previdência social;823;
Aposentado / Pensionista;1934;
Desempregado;1838;
Não trabalha;4235;
Servidor público / Militar;106;
Outro;756;
Não informado;2446;

Informações sociodemográficas - Crianças de 0 a 9 anos, com quem fica
Descrição;Quantidade;
Adulto responsável;2096;
Outra(s) criança(s);2;
Adolescente;4;
Sozinha;0;
Creche;35;
Outro;19;
Não informado;12122;

Informações sociodemográficas - Orientação sexual
Descrição;Sub Descrição;Quantidade;
Deseja informar orientação sexual?;Sim;4696;
Deseja informar orientação sexual?;Não;8619;
Deseja informar orientação sexual?;N. Inf;945;
Heterossexual;;4612;
Homossexual (gay / lésbica);;43;
Bissexual;;8;
Gay;;9;
Lésbica;;11;
Assexual;;1;
Panssexual;;0;
Outro;;10;

Informações sociodemográficas - Identidade de gênero
Descrição;Sub Descrição;Quantidade;
Deseja informar identidade de gênero?;Sim;2130;
Deseja informar identidade de gênero?;Não;11143;
Deseja informar identidade de gênero?;N. Inf;987;
Homem transgênero;;7;
Mulher transgênero;;12;
Travesti;;1;
Homem cisgênero;;745;
Mulher cisgênero;;1049;
Transgênero;;0;
Não-Binário;;0;
Outro;;313;

Informações sociodemográficas - Deficiência
Descrição;Sub Descrição;Quantidade;
Tem alguma deficiência?;Sim;711;
Tem alguma deficiência?;Não;13549;
Auditiva;;56;
Física;;284;
Intelectual / Cognitiva;;250;
Visual;;105;
Outra;;80;

Informações sociodemográficas - Povos e comunidades
A lista apresenta registros do LEDI versão 4.2.1 ou superior.
Descrição;Sub Descrição;Quantidade;
É membro de Povo ou Comunidade Tradicional ou Campo, Floresta e Águas?;Sim;7;
É membro de Povo ou Comunidade Tradicional ou Campo, Floresta e Águas?;Não;13355;
É membro de Povo ou Comunidade Tradicional ou Campo, Floresta e Águas?;N. Inf;898;
Outros - povos ou comunidades tradicionais;;2;
Povos de terreiro / matriz africana - povos ou comunidades tradicionais;;1;

Outras informações sociodemográficas
Descrição;Sim;Não;Não informado;
Frequenta cuidador tradicional?;93;13372;795;
Frequenta escola ou creche;3174;10643;443;
Participa de algum grupo comunitário?;216;13242;802;
Possui plano de saúde privado?;911;12643;706;

Motivo de saída do cidadão do cadastro
Descrição;Quantidade;
Mudança de território;1328;
Óbito;355;

Condições / Situações de saúde gerais
Descrição;Sim;Não;Não informado;
Está acamado;129;13567;564;
Está com hanseníase;9;13569;682;
Está com tuberculose;44;13304;912;
Está domiciliado;530;13072;658;
Está fumante;1001;12619;640;
Está gestante;147;5245;8868;
Faz uso de álcool;1090;12604;566;
Faz uso de outras drogas;179;13355;726;
PIC;85;13068;1107;
